TCS Status,TCS Comments,Key,OnShore QA Validation,Onshore QA Review Date,Status,Sub-Projects,Vendor,State,County,Document Year,Doc Number,Recording Date,Issue Type,Recording Book,Recording Page,Deed,DAMAR Type,3072 Fields,ADC,Summary,Description,Transmission Date,Created,Batch Date,Type of Error,Sample Data,Assignee,Critical/Non Critical
,,ETQA-28152,,,Open,Transaction QA,TCS,FL,ESCAMBIA,2023,27695,2023-04-11,Defect,8958,602,F,FJ,130_Auction Address (NOT),,Local - Field 130 = HTTP://ESCAMBIA.REALFORECLOSE.; it s/b ESCAMBIA.REALFORECLOSE.COM,Field 130 = user incorrectly captured auction address,2023-05-11,2023-05-14 18:10:57,2023-05-03,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28151,,,Open,Transaction QA,TCS,NC,PERSON,2023,406545,2023-04-24,Defect,1152,726,N,PP,139_Attorney Name,,Local - Field 139 = RILEY POPE & LANEY LLC; it s/b RILEY POPE & LANEY PLLC,Field 139 = user incorrectly captured attorney name,2023-05-11,2023-05-14 18:10:56,2023-05-04,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28150,,,Open,Transaction QA,TCS,FL,BREVARD,2023,82505,2023-04-25,Defect,9771,1080,L,LP,113_Buyer/Borrower/Defendant 3 Last Name,,Local - Field 113 = BLANK; it s/b 090451,Field 113 = user missed to capture defendant company code,2023-05-11,2023-05-14 18:10:55,2023-05-02,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28149,,,Open,Transaction QA,TCS,SC,ANDERSON,2023,9354,2023-04-21,Defect,16725,290,R,HR,10_Buyer/Borrower/Defendant 1 First Name or Company Name,,Local - Field 10 = JEFFREY &KASEY; it s/b JEFFREY & KASEY,"Field 10 = User made typo error, there s/b space between & and KASEY",2023-05-11,2023-05-14 18:10:54,2023-05-03,Keying error,04/30 to 05/07,,Critical
,,ETQA-28148,,,Open,Transaction QA,TCS,SC,ANDERSON,2023,9354,2023-04-21,Defect,16725,290,R,HR,25_Seller/Grantor/Plaintiff 1 First Name or Company Name,,Local - Field 25 = CHAMPIONS VLG AT CHERRY HILL H; it s/b CHAMPIONS VILLAGE AT CHERRY HI,Field 25 = User incorrectly keyed association name,2023-05-11,2023-05-14 18:10:53,2023-05-03,Keying error,04/30 to 05/07,,Critical
,,ETQA-28147,,,Open,Transaction QA,TCS,CA,RIVERSIDE,2023,117880,2023-04-25,Defect,,,J,HX,180_Due on Date/First Missed Payment Date (NOD),,Local - Field 180 = Blank; it s/b 08012017,Field 180 = Missed to key first missed payment date it is available in document 3rd page,2023-05-11,2023-05-14 18:10:52,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28146,,,Open,Transaction QA,TCS,CA,RIVERSIDE,2023,118252,2023-04-26,Defect,,,J,MX,126_Date of Default (NOD),,Local - Field 126 = BLANK; it s/b 01312023,Field 126 = User not captured the date of default date,2023-05-11,2023-05-14 18:10:51,2023-05-03,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28145,,,Open,Transaction QA,TCS,SC,ORANGEBURG,2023,1785,2023-04-21,Defect,2162,37,J,HX,126_Date of Default (NOD),,Local - Field 126 = BLANK; it s/b 04112023,Field 126 = User missed to key as of date,2023-05-11,2023-05-14 18:10:50,2023-05-03,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28144,,,Open,Transaction QA,TCS,SC,ORANGEBURG,2023,1785,2023-04-21,Defect,2162,37,J,HX,137_Plaintiff 2 First Name or Company Name,,Local - Field 137 = ASHLEY N & DEAN A; it s/b ASHLEY N,Field 137 = User should capture only 1 name that is underlined in image,2023-05-11,2023-05-14 18:10:48,2023-05-03,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28143,,,Open,Transaction QA,TCS,MN,DAKOTA,2023,3584809,2023-04-26,Defect,,,D,DR,65_Original Recording Date/Contract Sales Date for Deed/Deed of Trust/Execution Date/Signature Date,,Global - Field 65 = 09182015; it s/b 10022015,Field 65 = User capture incorrect original recording date,2023-05-11,2023-05-14 18:10:47,2023-05-02,Keying error,04/30 to 05/07,,Critical
,,ETQA-28142,,,Open,Transaction QA,TCS,FL,ESCAMBIA,2023,30178,2023-04-17,Defect,8962,1388,J,PX,75_Filler 5/NY APN #9 (byte 2-3 of 3) / Florida Plat Source,,Local - Field 75 = OR; it s/b PB,Field 75 = User capture incorrect florida plat source,2023-05-11,2023-05-14 18:10:46,2023-05-05,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28141,,,Open,Transaction QA,TCS,CA,RIVERSIDE,2023,123431,2023-05-01,Defect,,,G,GD,7_Title Company Code,,Global - Field 7 = 18229; it s/b 13222,Field 7 = User capture incorrect title company,2023-05-11,2023-05-14 18:10:45,2023-05-05,Keying error,04/30 to 05/07,,Critical
,,ETQA-28140,,,Open,Transaction QA,TCS,CA,RIVERSIDE,2023,123431,2023-05-01,Defect,,,G,GD,94_Title Company Name,,Global - Field 94 = EQUITABLE ESCROW INC; it s/b WFG NAT'L TITLE CO,Field 94 = User capture incorrect title company,2023-05-11,2023-05-14 18:10:44,2023-05-05,Keying error,04/30 to 05/07,,Critical
,,ETQA-28139,,,Open,Transaction QA,TCS,FL,BREVARD,2023,81907,2023-04-25,Defect,9770,2248,Q,QC,69.1_Interfamily/Intercompany Flag (Y),,Global - Field 69.1 = BLANK; it s/b Y,Field 69.1 = User missed to capture interfamily flag,2023-05-11,2023-05-14 18:10:43,2023-05-04,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28138,,,Open,Transaction QA,TCS,FL,HENDRY,2023,26004710,2023-04-18,Defect,1049,208,G,TD,139_Attorney Name,,Global - Field 139 = BLANK; it s/b LIS LUGO,Field 139 = User missed to capture Prepared by Individual Name,2023-05-11,2023-05-14 18:10:42,2023-05-02,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28137,,,Open,Transaction QA,TCS,FL,HENDRY,2023,26004710,2023-04-18,Defect,1049,208,G,TD,25_Seller/Grantor/Plaintiff 1 First Name or Company Name,,Global - Field 25 = 2588 7TH COURT TRUST; it s/b 2588 7TH COURT TRUST (CT),Field 25 = User capture incorrect seller name,2023-05-11,2023-05-14 18:10:41,2023-05-02,Keying error,04/30 to 05/07,,Critical
,,ETQA-28136,,,Open,Transaction QA,TCS,CA,RIVERSIDE,2023,122228,2023-04-28,Defect,,,Q,QC,12_Buyer/Borrower 1 Vesting,,Global - Field 12 = LT; it s/b RT,Field 12 = Revocable trust is mentioned in buyer name,2023-05-11,2023-05-14 18:10:40,2023-05-04,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28135,,,Open,Transaction QA,TCS,MI,KALAMAZOO,2023,8021,2023-04-19,Defect,,,D,DR,10_Buyer/Borrower/Defendant 1 First Name or Company Name,,Global - Field 10 = FRANK C HEPP & BARBARA P; it s/b FRANK C & BARBARA P,Field 10 = Borrower name keyed incorrectly,2023-05-11,2023-05-14 18:10:39,2023-05-03,Keying error,04/30 to 05/07,,Critical
,,ETQA-28134,,,Open,Transaction QA,TCS,CO,EL PASO,2023,34208,2023-04-26,Defect,,,T,RV,13_Buyer/Borrower Street Address,,Local - Field 13 = 1965 BOWSTRING RD; it s/b 1065 BOWSTRING RD,Field 13 = User keyed incorrect borrower street address,2023-05-11,2023-05-14 18:10:38,2023-05-03,Keying error,04/30 to 05/07,,Critical
,,ETQA-28133,,,Open,Transaction QA,TCS,CO,EL PASO,2023,34208,2023-04-26,Defect,,,T,RV,15_Buyer/Borrower Zip Code,,Local - Field 15 = 89132; it s/b 80132,Field 15 = User keyed incorrect borrower zip code,2023-05-11,2023-05-14 18:10:37,2023-05-03,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28132,,,Open,Transaction QA,TCS,NJ,PASSAIC,2023,12245,2023-04-11,Defect,4505,265,G,DD,146_Sale Price,,Local - Field 146 = BLANK; it s/b 600000,Field 146 = User missed to key sales price,2023-05-11,2023-05-14 18:10:36,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28131,,,Open,Transaction QA,TCS,NJ,PASSAIC,2023,12245,2023-04-11,Defect,4505,265,G,DD,7_Title Company Code,,Global - Field 7 = 02472; it s/b 23381,Field 7 = User keyed incorrect title company code,2023-05-11,2023-05-14 18:10:35,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28130,,,Open,Transaction QA,TCS,NJ,PASSAIC,2023,12245,2023-04-11,Defect,4505,265,G,DD,94_Title Company Name,,Global - Field 94 = MAIN STREET TITLE; it s/b MAIN STREET TITLE & SETTLEMENT,Field 94 = User keyed incorrect title company name,2023-05-11,2023-05-14 18:10:34,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28129,,,Open,Transaction QA,TCS,NJ,PASSAIC,2023,12245,2023-04-11,Defect,4505,265,G,DD,139_Attorney Name,,Global - Field 139 = MAIMON N MUSTAFA; it s/b MAIMOON N MUSTAFA,Field 139 = User keyed incorrect attorney individual name,2023-05-11,2023-05-14 18:10:33,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28128,,,Open,Transaction QA,TCS,FL,MARION,2023,51044,2023-04-26,Defect,8033,1576,Q,QC,139_Attorney Name,,Global - Field 139 = WILFREDO RONDON DIAZ; it s/b WILFREDO R DIAZ,Field 139 = User keyed incorrect prepare by individual name,2023-05-11,2023-05-14 18:10:32,2023-05-02,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28127,,,Open,Transaction QA,TCS,OH,SUMMIT,2023,56808884,2023-04-25,Defect,,,D,DR,65_Original Recording Date/Contract Sales Date for Deed/Deed of Trust/Execution Date/Signature Date,,Global - Field 65 = 02202018; it s/b 04202018,Field 65 = User keyed incorrect original recording date,2023-05-11,2023-05-14 18:10:31,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28126,,,Open,Transaction QA,TCS,NJ,HUNTERDON,2023,53690,2023-03-31,Defect,2054,159,S,AS,65_Original Recording Date/Contract Sales Date for Deed/Deed of Trust/Execution Date/Signature Date,,Global - Field 65 = 11082003; it s/b 11182003,Field 65 = incorrect original date keyed,2023-05-11,2023-05-14 18:10:30,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28125,,,Open,Transaction QA,TCS,OH,HAMILTON,2023,28185,2023-04-27,Defect,14904,761,Q,QC,69.1_Interfamily/Intercompany Flag (Y),,Global - Field 69.1 = BLANK; it s/b Y,"Field 69.1 = seller, buyer names are same so interfamily s/b Y",2023-05-11,2023-05-14 18:10:29,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28124,,,Open,Transaction QA,TCS,FL,HERNANDO,2023,16630,2023-03-27,Defect,4278,1932,T,MG,27_Mortgage Amount,,Local - Field 27 = 23200; it s/b 232800,Field 27 = User keyed Mortgage amount incorrectly,2023-05-11,2023-05-14 18:10:28,2023-05-03,Keying error,04/30 to 05/07,,Critical
,,ETQA-28123,,,Open,Transaction QA,TCS,MI,OAKLAND,2023,13158,2023-02-08,Defect,58412,579,G,WD,7_Title Company Code,,Global - Field 7 = 24265; it s/b 01643,Field 7 = User keyed Title company incorrectly,2023-05-11,2023-05-14 18:10:27,2023-05-02,Keying error,04/30 to 05/07,,Critical
,,ETQA-28122,,,Open,Transaction QA,TCS,MI,OAKLAND,2023,13158,2023-02-08,Defect,58412,579,G,WD,94_Title Company Name,,Global - Field 94 = FIRST AMERICAN; it s/b FIRST AMERICAN TITLE,Field 94 = User keyed Title company incorrectly,2023-05-11,2023-05-14 18:10:25,2023-05-02,Keying error,04/30 to 05/07,,Critical
,,ETQA-28121,,,Open,Transaction QA,TCS,OH,SUMMIT,2023,56809238,2023-04-27,Defect,,,D,DR,65_Original Recording Date/Contract Sales Date for Deed/Deed of Trust/Execution Date/Signature Date,,Global - Field 65 = 02192020; it s/b 08112020,Field 65 = User keyed Original recording date incorrectly,2023-05-11,2023-05-14 18:10:24,2023-05-03,Keying error,04/30 to 05/07,,Critical
,,ETQA-28120,,,Open,Transaction QA,TCS,OH,SUMMIT,2023,56809238,2023-04-27,Defect,,,D,DR,10_Buyer/Borrower/Defendant 1 First Name or Company Name,,Global - Field 10 = WEST LIVING TRUST (LT); it s/b WEST FAMILY LIVING TRUST,Field 10 = User keyed Borrower name incorrectly,2023-05-11,2023-05-14 18:10:23,2023-05-03,Keying error,04/30 to 05/07,,Critical
,,ETQA-28119,,,Open,Transaction QA,TCS,TX,NUECES,2023,13914,2023-04-21,Defect,,,T,TR,193_NMLS Loan Originator ID,,Local - Field 193 = BLANK; it s/b 1458224,Field 193 = User missed to capture Originator ID,2023-05-11,2023-05-14 18:10:22,2023-05-02,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28118,,,Open,Transaction QA,TCS,TX,NUECES,2023,13914,2023-04-21,Defect,,,T,TR,192_NMLS Loan Organization ID 2,,Local - Field 192 = 1458224; it s/b BLANK,Field 192 = User should not consider originator id as Organization Id,2023-05-11,2023-05-14 18:10:21,2023-05-02,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28117,,,Open,Transaction QA,TCS,SC,LANCASTER,2023,5202,2023-04-28,Defect,1659,254,G,SW,6_Recording Date,,Local - Field 6 = 04282023; it s/b 04262023,Field 6 = User made a typo error in Recording date,2023-05-11,2023-05-14 18:10:20,2023-05-04,Keying error,04/30 to 05/07,,Critical
,,ETQA-28116,,,Open,Transaction QA,TCS,SC,LANCASTER,2023,5202,2023-04-28,Defect,1659,254,G,SW,107_Buyer/Borrower/Defendant 2 First Name (or Company Name),,Global - Field 107 = LEONR R II; it s/b LEON R II,Field 107 = User made a typo error in borrower 2 first name,2023-05-11,2023-05-14 18:10:19,2023-05-04,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28115,,,Open,Transaction QA,TCS,SC,LANCASTER,2023,5202,2023-04-28,Defect,1659,254,G,SW,25_Seller/Grantor/Plaintiff 1 First Name or Company Name,,Global - Field 25 = TAYLOR MORRISON OF CAROLINAS I; it s/b TAYLOR MORRISON/CAROLINAS INC,Field 25 = User incorrectly capture the seller company name,2023-05-11,2023-05-14 18:10:18,2023-05-04,Keying error,04/30 to 05/07,,Critical
,,ETQA-28114,,,Open,Transaction QA,TCS,ID,CANYON,2023,13258,2023-04-27,Defect,,,Q,QC,139_Attorney Name,,Global - Field 139 = GREG REESE AMERIESTATE LEGAL PLAN INC; it s/b AMERIESTATE LEGAL PLAN INC,Field 139 = User incorrectly capture the attorney firm name,2023-05-11,2023-05-14 18:10:17,2023-05-03,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28113,,,Open,Transaction QA,TCS,ID,CANYON,2023,13258,2023-04-27,Defect,,,Q,QC,69.1_Interfamily/Intercompany Flag (Y),,Global - Field 69.1 = BLANK; it s/b Y,Field 69.1 = User missed to capture interfamily flag,2023-05-11,2023-05-14 18:10:16,2023-05-03,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28112,,,Open,Transaction QA,TCS,ID,CANYON,2023,13258,2023-04-27,Defect,,,Q,QC,12_Buyer/Borrower 1 Vesting,,Global - Field 12 = LT; it s/b PT,Field 12 = User should consider Buyer vesing as Personal trust,2023-05-11,2023-05-14 18:10:15,2023-05-03,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28111,,,Open,Transaction QA,TCS,OH,CUYAHOGA,2023,4190101,2023-04-19,Defect,,,D,DR,10_Buyer/Borrower/Defendant 1 First Name or Company Name,,Global - Field 10 = KEVIN & ELAINE M; it s/b KEVIN F & ELAINE M,Field 10 = User missed to capture first borrower middle name,2023-05-11,2023-05-14 18:10:14,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28110,,,Open,Transaction QA,TCS,NV,WASHOE,2023,5373804,2023-04-17,Defect,,,T,TR,174_Adjustable Interest Rate Index Type,,Local - Field 174 = BLANK; it s/b SOF,Field 174 = User missed to captured the adjustable interest rate index type.,2023-05-11,2023-05-14 18:10:13,2023-05-03,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28109,,,Open,Transaction QA,TCS,IL,KENDALL,2023,4541,2023-04-28,Defect,,,G,WD,23_Document Transfer Tax,,Local - Field 23 = 382.50; it s/b 255.00,Field 23 = User captured the incorrect document transfer tax.,2023-05-11,2023-05-14 18:10:12,2023-05-04,Keying error,04/30 to 05/07,,Critical
,,ETQA-28108,,,Open,Transaction QA,TCS,FL,HERNANDO,2023,18271,2023-04-03,Defect,4281,765,G,WD,12_Buyer/Borrower 1 Vesting,,Global - Field 12 = CO; it s/b BLANK,"Field 12 = USER SHOULD CAPTURE BUYER NAME WHICH IS PRESENT AFTER ""IRA""",2023-05-11,2023-05-14 18:10:11,2023-05-03,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28107,,,Open,Transaction QA,TCS,FL,HERNANDO,2023,18271,2023-04-03,Defect,4281,765,G,WD,11_Buyer/Borrower/Defendant 1 Last Name or Company Code,,Global - Field 11 = BLANK; it s/b HOLLAND,"Field 11 = USER SHOULD CAPTURE BUYER NAME WHICH IS PRESENT AFTER ""IRA""",2023-05-11,2023-05-14 18:10:10,2023-05-03,Keying error,04/30 to 05/07,,Critical
,,ETQA-28106,,,Open,Transaction QA,TCS,FL,HERNANDO,2023,18271,2023-04-03,Defect,4281,765,G,WD,10_Buyer/Borrower/Defendant 1 First Name or Company Name,,Global - Field 10 = ADVANTA IRA SERVICES LLC; it s/b TISHA,"Field 10 = USER SHOULD CAPTURE BUYER NAME WHICH IS PRESENT AFTER ""IRA""",2023-05-11,2023-05-14 18:10:08,2023-05-03,Keying error,04/30 to 05/07,,Critical
,,ETQA-28105,,,Open,Transaction QA,TCS,OH,SUMMIT,2023,56808135,2023-04-20,Defect,,,G,SU,25_Seller/Grantor/Plaintiff 1 First Name or Company Name,,Global - Field 25 = RYAN HOMES; it s/b NVR INC,"Field 25 = USER SHOULD CONSIDER SELLER NAME WHICH IS PRESENT BEFORE ""DBA""",2023-05-11,2023-05-14 18:10:07,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28104,,,Open,Transaction QA,TCS,OR,WASHINGTON,2023,15540,2023-04-17,Defect,,,G,BA,69.1_Interfamily/Intercompany Flag (Y),,Global - Field 69.1 = BLANK; it s/b Y,"Field 69.1 = USER MISSED TO CAPTURE INTERFAMILY FLAG AS ""Y""",2023-05-11,2023-05-14 18:10:06,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28103,,,Open,Transaction QA,TCS,FL,BREVARD,2023,75732,2023-04-17,Defect,9764,1849,J,PX,60_Lender Street Address,,Local - Field 60 = 12770 HIGH BLUFF DR 3260; it s/b 12770 HIGH BLUFF DR #260,Field 60 = User keyed incorrect lender street address,2023-05-11,2023-05-14 18:10:05,2023-05-03,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28102,,,Open,Transaction QA,TCS,FL,BREVARD,2023,72573,2023-04-12,Defect,9761,1773,Q,CD,139_Attorney Name,,Global - Field 139 = ZOTE WHITE                                042683; it s/b ZOIE WHITE,Field 139 = User keyed incorrect prepared by name,2023-05-11,2023-05-14 18:10:04,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28101,,,Open,Transaction QA,TCS,MI,CLINTON,2023,5334145,2023-04-06,Defect,,,Q,QC,11_Buyer/Borrower/Defendant 1 Last Name or Company Code,,Global - Field 11 = WESNEN; it s/b WESNER,Field 11 = User keyed incorrect last name,2023-05-11,2023-05-14 18:10:03,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28100,,,Open,Transaction QA,TCS,OH,BUTLER,2023,10085,2023-04-06,Defect,9959,1608,G,FI,25_Seller/Grantor/Plaintiff 1 First Name or Company Name,,Global - Field 25 = BROCKMAN RUBY (ES); it s/b BROCKMAN RUBY E (ES),Field 25 = User did typo error while keying seller name,2023-05-11,2023-05-14 18:10:02,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28099,,,Open,Transaction QA,TCS,OH,CUYAHOGA,2023,4210531,2023-04-21,Defect,,,Q,QC,69.1_Interfamily/Intercompany Flag (Y),,Global - Field 69.1 = BLANK; it s/b Y,Field 69.1 = User missed to capture inter family flag,2023-05-11,2023-05-14 18:10:01,2023-05-05,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28098,,,Open,Transaction QA,TCS,TX,NUECES,2023,14926,2023-04-28,Defect,,,G,WD,10_Buyer/Borrower/Defendant 1 First Name or Company Name,,Global - Field 10 = COMMERCIAL CONSTRUCTION & SITE; it s/b COMMERCIAL CONST & SITEWORK LL,Field 10 = Usser incorrectly captured buyer name,2023-05-11,2023-05-14 18:10:00,2023-05-05,Keying error,04/30 to 05/07,,Critical
,,ETQA-28097,,,Open,Transaction QA,TCS,FL,ESCAMBIA,2023,28566,2023-04-12,Defect,8959,1652,T,MG,69.2_Planned Unit Development,,Local - Field 69.2 = P; it s/b BLANK,Field 69.2 = User incorrectly captured planned unit development,2023-05-11,2023-05-14 18:09:59,2023-05-04,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28096,,,Open,Transaction QA,TCS,SC,SUMTER,2023,,2023-04-18,Defect,1313,3569,S,AS,11_Buyer/Borrower/Defendant 1 Last Name or Company Code,,Global - Field 11 = ROB; it s/b SAT,Field 11 = User incorrectly captured Buyer name,2023-05-11,2023-05-14 18:09:58,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28095,,,Open,Transaction QA,TCS,KY,EDMONSON,2023,1727993,2023-04-24,Defect,259,211,Q,QC,146_Sale Price,,Local - Field 146 = 750000; it s/b BLANK,Field 146 = fair market value should not be considered as sale price,2023-05-11,2023-05-14 18:09:57,2023-05-05,Keying error,04/30 to 05/07,,Critical
,,ETQA-28094,,,Open,Transaction QA,TCS,CA,RIVERSIDE,2023,119651,2023-04-27,Defect,,,J,PX,65_Original Recording Date/Contract Sales Date for Deed/Deed of Trust/Execution Date/Signature Date,,Global - Field 65 = BLANK; it s/b 06302020,Field 65 = userneed to capture sale date,2023-05-11,2023-05-14 18:09:56,2023-05-04,Keying error,04/30 to 05/07,,Critical
,,ETQA-28093,,,Open,Transaction QA,TCS,PA,MONTGOMERY,2023,18899,2023-04-14,Defect,1765,2514,D,DR,142_Matching Grant Deed/Original Page Number (NOD & NOT),,Local - Field 142 = 02441; it s/b 2441,Field 142 = as per county KI leading zero should not be key in the page number,2023-05-11,2023-05-14 18:09:55,2023-05-05,Keying error,04/30 to 05/07,,Critical
,,ETQA-28092,,,Open,Transaction QA,TCS,PA,MONTGOMERY,2023,18899,2023-04-14,Defect,1765,2514,D,DR,11_Buyer/Borrower/Defendant 1 Last Name or Company Code,,Global - Field 11 = BOUCHER +; it s/b BOUCHER,Field 11 = for multiple borrower scenario we don't have any instruction to key plus sign with surname,2023-05-11,2023-05-14 18:09:54,2023-05-05,Keying error,04/30 to 05/07,,Critical
,,ETQA-28091,,,Open,Transaction QA,TCS,PA,MONTGOMERY,2023,18899,2023-04-14,Defect,1765,2514,D,DR,6_Recording Date,,Local - Field 6 = 04142023; it s/b 04172023,Field 6 = user has captured incorrect recording date,2023-05-11,2023-05-14 18:09:52,2023-05-05,Keying error,04/30 to 05/07,,Critical
,,ETQA-28090,,,Open,Transaction QA,TCS,OH,CUYAHOGA,2023,4190564,2023-04-19,Defect,,,T,MG,65_Original Recording Date/Contract Sales Date for Deed/Deed of Trust/Execution Date/Signature Date,,Global - Field 65 = 04192023; it s/b 04182023,Field 65 = USER CAPTURE INCORRECT VALUE FOR FIELD NUMBER 65 IT SHOULD BE 04182023,2023-05-11,2023-05-14 18:09:51,2023-05-03,Keying error,04/30 to 05/07,,Critical
,,ETQA-28089,,,Open,Transaction QA,TCS,OH,CUYAHOGA,2023,4190564,2023-04-19,Defect,,,T,MG,11_Buyer/Borrower/Defendant 1 Last Name or Company Code,,Global - Field 11 = WOMAN; it s/b REIS,Field 11 = USER CAPTURE INCORRECT VALUE FOR FIELD NUMBER 11 IT SHOULD BE REIS,2023-05-11,2023-05-14 18:09:50,2023-05-03,Keying error,04/30 to 05/07,,Critical
,,ETQA-28088,,,Open,Transaction QA,TCS,FL,BREVARD,2023,82666,2023-04-25,Defect,9771,1611,G,WD,26_Seller/Grantor/Plaintiff 1 Last Name or Company Code,,Local - Field 26 = DANGLER; it s/b DANGLER +,Field 26 = USER CAPTURE INCORRECT VALUE FOR FIELD NUMBER 26 IT SHOULD BE DANGLER+,2023-05-11,2023-05-14 18:09:49,2023-05-04,Keying error,04/30 to 05/07,,Critical
,,ETQA-28087,,,Open,Transaction QA,TCS,OH,MONTGOMERY,2023,19617,2023-04-19,Defect,,,T,MG,69.2_Planned Unit Development,,Local - Field 69.2 = BLANK; it s/b P,"Field 69.2 = USER MISSED TO CAPTURE PLAN UNIT DEVELPOMENT FIELD FOR FIELD NUMBER 69 IT SHOULD BE ""P""",2023-05-11,2023-05-14 18:09:48,2023-05-05,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28086,,,Open,Transaction QA,TCS,OH,MONTGOMERY,2023,19617,2023-04-19,Defect,,,T,MG,65_Original Recording Date/Contract Sales Date for Deed/Deed of Trust/Execution Date/Signature Date,,Global - Field 65 = 03092023; it s/b 03302023,Field 65 = USER CAPTURE INCORRECT VALUE FOR FIELD NUMBER 60 IT SHOULD BE 03302023,2023-05-11,2023-05-14 18:09:47,2023-05-05,Keying error,04/30 to 05/07,,Critical
,,ETQA-28085,,,Open,Transaction QA,TCS,OH,MONTGOMERY,2023,19617,2023-04-19,Defect,,,T,MG,60_Lender Street Address,,Local - Field 60 = 10700 PECAN PARK BLVD 450; it s/b BLANK,Field 60 = USER CAPTURE INCORRECT VALUE FOR FIELD NUMBER 60 IT SHOULD BE BLANK,2023-05-11,2023-05-14 18:09:46,2023-05-05,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28084,,,Open,Transaction QA,TCS,OH,MONTGOMERY,2023,19617,2023-04-19,Defect,,,T,MG,12_Buyer/Borrower 1 Vesting,,Global - Field 12 = JT; it s/b BLANK,Field 12 = USER CAPTURE INCORRECT VALUE FOR FIELD NUMBER 12 IT SHOULD BE BLANK,2023-05-11,2023-05-14 18:09:45,2023-05-05,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28083,,,Open,Transaction QA,TCS,CO,JEFFERSON,2023,24000,2023-04-26,Defect,,,T,TR,110_Buyer/Borrower 2 Relationship Type,,Local - Field 110 = BLANK; it s/b MM,Field 110 = User has missed to key second borrower relationship,2023-05-11,2023-05-14 18:09:44,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28082,,,Open,Transaction QA,TCS,CO,JEFFERSON,2023,24000,2023-04-26,Defect,,,T,TR,109_Buyer/Borrower 2 Vesting,,Local - Field 109 = BLANK; it s/b JT,Field 109 = User has missed to key vesting,2023-05-11,2023-05-14 18:09:43,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28081,,,Open,Transaction QA,TCS,CO,JEFFERSON,2023,24000,2023-04-26,Defect,,,T,TR,108_Buyer/Borrower/Defendant 2 Last Name,,Local - Field 108 = BLANK; it s/b BAYES,Field 108 = User has missed to key second borrower name,2023-05-11,2023-05-14 18:09:42,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28080,,,Open,Transaction QA,TCS,CO,JEFFERSON,2023,24000,2023-04-26,Defect,,,T,TR,107_Buyer/Borrower/Defendant 2 First Name (or Company Name),,Global - Field 107 = BLANK; it s/b STEPHEN A,Field 107 = User has missed to key second borrower name,2023-05-11,2023-05-14 18:09:41,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
